-0.119788 -0.120187 -0.119229 -0.118272 -0.118705 -0.119266 -0.118436 -0.117606 -0.118185 -0.118865 -0.118135 -0.117405 -0.11809 -0.118854 -0.118203 -0.117552 -0.11831 -0.11913 -0.118541 -0.117953 -0.118758 -0.119613 -0.119074 -0.118535
-0.119368 -0.119832 -0.118874 -0.117917 -0.118402 -0.119014 -0.118184 -0.117354 -0.117975 -0.118695 -0.117966 -0.117236 -0.117954 -0.118751 -0.118101 -0.11745 -0.118235 -0.119082 -0.118494 -0.117905 -0.118733 -0.11961 -0.119071 -0.118532
-0.11935 -0.119948 -0.11906 -0.118171 -0.118776 -0.119492 -0.118714 -0.117936 -0.118649 -0.119451 -0.118761 -0.11807 -0.118861 -0.119722 -0.119101 -0.11848 -0.119323 -0.12022 -0.119654 -0.119089 -0.119962 -0.120878 -0.120356 -0.119834
-0.119191 -0.11994 -0.11912 -0.1183 -0.119039 -0.119871 -0.119145 -0.118418 -0.119236 -0.120128 -0.119477 -0.118826 -0.119698 -0.12063 -0.120039 -0.119449 -0.120355 -0.121309 -0.120766 -0.120223 -0.121146 -0.122107 -0.121602 -0.121097
-0.11863 -0.119461 -0.118641 -0.117821 -0.118624 -0.11952 -0.118794 -0.118068 -0.118937 -0.119881 -0.11923 -0.118579 -0.119492 -0.120466 -0.119875 -0.119284 -0.120224 -0.121212 -0.120669 -0.120126 -0.121076 -0.122065 -0.12156 -0.121055
-0.118069 -0.118981 -0.118161 -0.117342 -0.118209 -0.11917 -0.118443 -0.117717 -0.118638 -0.119633 -0.118982 -0.118331 -0.119286 -0.120302 -0.119711 -0.11912 -0.120094 -0.121115 -0.120572 -0.120029 -0.121007 -0.122023 -0.121518 -0.121013
-0.117627 -0.118703 -0.117966 -0.11723 -0.118244 -0.119333 -0.11867 -0.118007 -0.119042 -0.120138 -0.119535 -0.118933 -0.119978 -0.121072 -0.120519 -0.119965 -0.12101 -0.122093 -0.121579 -0.121064 -0.122098 -0.123163 -0.12268 -0.122197
-0.117096 -0.118344 -0.11769 -0.117036 -0.118205 -0.119428 -0.118829 -0.118229 -0.119385 -0.120587 -0.120034 -0.11948 -0.120621 -0.121799 -0.121283 -0.120766 -0.121886 -0.123037 -0.122551 -0.122065 -0.123158 -0.124276 -0.123814 -0.123352
-0.116446 -0.117783 -0.117129 -0.116475 -0.117715 -0.11901 -0.118411 -0.117811 -0.119025 -0.120285 -0.119732 -0.119178 -0.120366 -0.121591 -0.121075 -0.120558 -0.121716 -0.122905 -0.122419 -0.121933 -0.123057 -0.124206 -0.123744 -0.123283
-0.115796 -0.117222 -0.116568 -0.115914 -0.117226 -0.118593 -0.117993 -0.117393 -0.118665 -0.119983 -0.119429 -0.118876 -0.12011 -0.121383 -0.120866 -0.12035 -0.121546 -0.122773 -0.122287 -0.121801 -0.122957 -0.124136 -0.123675 -0.123213
-0.115106 -0.116709 -0.116144 -0.115578 -0.117051 -0.118558 -0.118027 -0.117497 -0.118896 -0.120325 -0.119825 -0.119325 -0.12066 -0.122021 -0.121546 -0.121071 -0.122347 -0.123644 -0.12319 -0.122736 -0.123955 -0.12519 -0.124753 -0.124316
-0.114379 -0.11616 -0.115683 -0.115206 -0.116841 -0.11849 -0.118029 -0.117567 -0.119095 -0.120639 -0.120192 -0.119746 -0.121184 -0.122636 -0.122203 -0.12177 -0.123128 -0.124497 -0.124075 -0.123653 -0.124936 -0.126229 -0.125816 -0.125403
-0.113692 -0.115563 -0.115086 -0.114609 -0.116317 -0.11804 -0.117578 -0.117116 -0.118705 -0.120309 -0.119862 -0.119416 -0.120903 -0.122405 -0.121971 -0.121538 -0.122937 -0.124346 -0.123924 -0.123502 -0.124819 -0.126144 -0.125731 -0.125319
-0.113006 -0.114965 -0.114489 -0.114012 -0.115793 -0.117589 -0.117128 -0.116666 -0.118315 -0.119979 -0.119532 -0.119086 -0.120623 -0.122173 -0.12174 -0.121307 -0.122746 -0.124196 -0.123774 -0.123352 -0.124701 -0.126059 -0.125647 -0.125234
-0.112241 -0.114377 -0.113988 -0.113598 -0.11554 -0.117479 -0.117087 -0.116695 -0.118473 -0.120252 -0.11986 -0.119469 -0.12111 -0.122753 -0.122362 -0.121972 -0.123494 -0.125018 -0.124629 -0.12424 -0.125656 -0.127072 -0.126685 -0.126298
-0.111488 -0.113794 -0.113493 -0.113191 -0.115291 -0.11737 -0.117047 -0.116724 -0.118632 -0.120524 -0.120187 -0.11985 -0.121596 -0.123331 -0.122983 -0.122636 -0.124241 -0.125838 -0.125483 -0.125127 -0.126609 -0.128084 -0.127722 -0.12736
-0.110813 -0.113203 -0.112901 -0.112599 -0.11477 -0.11692 -0.116598 -0.116275 -0.118241 -0.120193 -0.119856 -0.119519 -0.121314 -0.123098 -0.12275 -0.122403 -0.124048 -0.125686 -0.125331 -0.124975 -0.12649 -0.127998 -0.127636 -0.127274
-0.110138 -0.112612 -0.11231 -0.112008 -0.11425 -0.116471 -0.116148 -0.115825 -0.117851 -0.119862 -0.119525 -0.119188 -0.121032 -0.122865 -0.122517 -0.12217 -0.123856 -0.125534 -0.125179 -0.124823 -0.126371 -0.127912 -0.12755 -0.127188
-0.109455 -0.112093 -0.111872 -0.111651 -0.114045 -0.116402 -0.116145 -0.115887 -0.118038 -0.120161 -0.119876 -0.119592 -0.121537 -0.12346 -0.123154 -0.122848 -0.124616 -0.126366 -0.126043 -0.12572 -0.127332 -0.128931 -0.128594 -0.128257
-0.108822 -0.111617 -0.111476 -0.111336 -0.113876 -0.116364 -0.116173 -0.115981 -0.118253 -0.120484 -0.120251 -0.120019 -0.122063 -0.124074 -0.12381 -0.123545 -0.125392 -0.127214 -0.126922 -0.126631 -0.128308 -0.129963 -0.129651 -0.129338
-0.108198 -0.111068 -0.110928 -0.110788 -0.113393 -0.115946 -0.115755 -0.115563 -0.11789 -0.120177 -0.119945 -0.119712 -0.121803 -0.123861 -0.123596 -0.123331 -0.125217 -0.127077 -0.126786 -0.126495 -0.128203 -0.12989 -0.129577 -0.129265
-0.107573 -0.110519 -0.110379 -0.110239 -0.112909 -0.115528 -0.115337 -0.115145 -0.117528 -0.11987 -0.119638 -0.119406 -0.121543 -0.123647 -0.123382 -0.123118 -0.125042 -0.126941 -0.126649 -0.126358 -0.128098 -0.129816 -0.129504 -0.129191
-0.1071 -0.110192 -0.110123 -0.110054 -0.112861 -0.115604 -0.115471 -0.115338 -0.117835 -0.12028 -0.120095 -0.119909 -0.12214 -0.124328 -0.124101 -0.123874 -0.125874 -0.12784 -0.127578 -0.127316 -0.129116 -0.130888 -0.130598 -0.130308
-0.106707 -0.109937 -0.109939 -0.109941 -0.112878 -0.115738 -0.115663 -0.115588 -0.118194 -0.120736 -0.120598 -0.12046 -0.12278 -0.125048 -0.124858 -0.124668 -0.126741 -0.128771 -0.128538 -0.128305 -0.130163 -0.131986 -0.131718 -0.131449
