-0.219004 -0.218764 -0.218531 -0.217986 -0.217441 -0.217199 -0.216965 -0.216426 -0.215888 -0.215645 -0.215409 -0.214877 -0.214346 -0.214101 -0.213864 -0.213338 -0.212813 -0.212567 -0.212327 -0.211807 -0.211288 -0.21104 -0.210798 -0.210284 -0.20977 -0.20952 -0.209276 -0.208767 -0.208259 -0.208007
-0.218819 -0.218581 -0.218349 -0.217805 -0.21726 -0.21702 -0.216787 -0.216249 -0.215712 -0.21547 -0.215235 -0.214704 -0.214173 -0.21393 -0.213693 -0.213168 -0.212643 -0.212398 -0.212159 -0.211641 -0.211122 -0.210875 -0.210634 -0.21012 -0.209607 -0.209358 -0.209115 -0.208607 -0.208099 -0.207848
-0.218578 -0.218339 -0.218108 -0.217563 -0.217019 -0.216779 -0.216546 -0.216008 -0.215471 -0.21523 -0.214995 -0.214464 -0.213933 -0.21369 -0.213453 -0.212928 -0.212403 -0.212158 -0.21192 -0.211401 -0.210882 -0.210635 -0.210394 -0.209881 -0.209368 -0.209119 -0.208876 -0.208368 -0.20786 -0.207609
-0.218336 -0.218098 -0.217866 -0.217322 -0.216778 -0.216538 -0.216305 -0.215768 -0.21523 -0.214989 -0.214754 -0.214223 -0.213692 -0.213449 -0.213213 -0.212688 -0.212163 -0.211919 -0.21168 -0.211161 -0.210642 -0.210396 -0.210155 -0.209642 -0.209129 -0.20888 -0.208637 -0.208129 -0.207622 -0.207371
-0.218135 -0.217898 -0.217668 -0.217125 -0.216582 -0.216344 -0.216112 -0.215575 -0.215039 -0.214799 -0.214565 -0.214035 -0.213505 -0.213264 -0.213028 -0.212504 -0.211981 -0.211737 -0.2115 -0.210982 -0.210464 -0.210218 -0.209979 -0.209466 -0.208954 -0.208706 -0.208464 -0.207957 -0.207451 -0.207201
-0.217927 -0.217692 -0.217463 -0.216921 -0.216379 -0.216142 -0.215912 -0.215377 -0.214841 -0.214603 -0.21437 -0.213841 -0.213312 -0.213072 -0.212838 -0.212315 -0.211792 -0.21155 -0.211313 -0.210796 -0.210279 -0.210035 -0.209797 -0.209285 -0.208774 -0.208527 -0.208286 -0.20778 -0.207274 -0.207026
-0.217679 -0.217443 -0.217215 -0.216673 -0.216131 -0.215895 -0.215665 -0.215129 -0.214594 -0.214356 -0.214124 -0.213595 -0.213066 -0.212826 -0.212592 -0.212069 -0.211546 -0.211304 -0.211068 -0.210551 -0.210034 -0.20979 -0.209552 -0.20904 -0.208529 -0.208283 -0.208042 -0.207536 -0.20703 -0.206782
-0.21743 -0.217195 -0.216967 -0.216425 -0.215883 -0.215647 -0.215417 -0.214882 -0.214347 -0.214108 -0.213877 -0.213348 -0.212819 -0.212579 -0.212345 -0.211823 -0.2113 -0.211058 -0.210822 -0.210305 -0.209788 -0.209545 -0.209307 -0.208795 -0.208284 -0.208038 -0.207798 -0.207292 -0.206786 -0.206538
-0.217206 -0.216973 -0.216747 -0.216206 -0.215666 -0.215431 -0.215203 -0.214669 -0.214134 -0.213898 -0.213668 -0.21314 -0.212612 -0.212374 -0.212142 -0.21162 -0.211098 -0.210858 -0.210624 -0.210108 -0.209592 -0.20935 -0.209113 -0.208603 -0.208092 -0.207848 -0.207609 -0.207104 -0.206599 -0.206352
-0.216975 -0.216744 -0.21652 -0.21598 -0.215441 -0.215208 -0.214982 -0.214449 -0.213916 -0.213681 -0.213453 -0.212926 -0.212399 -0.212163 -0.211932 -0.211411 -0.210891 -0.210652 -0.210419 -0.209904 -0.209389 -0.209149 -0.208914 -0.208404 -0.207895 -0.207652 -0.207415 -0.206911 -0.206406 -0.206161
-0.21672 -0.216489 -0.216265 -0.215726 -0.215187 -0.214954 -0.214728 -0.214195 -0.213662 -0.213428 -0.2132 -0.212673 -0.212146 -0.21191 -0.21168 -0.211159 -0.210639 -0.2104 -0.210168 -0.209653 -0.209138 -0.208898 -0.208663 -0.208154 -0.207645 -0.207402 -0.207165 -0.206661 -0.206157 -0.205913
-0.216464 -0.216234 -0.21601 -0.215471 -0.214932 -0.2147 -0.214474 -0.213941 -0.213409 -0.213175 -0.212947 -0.21242 -0.211894 -0.211658 -0.211428 -0.210907 -0.210386 -0.210149 -0.209917 -0.209402 -0.208887 -0.208647 -0.208413 -0.207904 -0.207394 -0.207152 -0.206916 -0.206412 -0.205908 -0.205664
-0.216218 -0.21599 -0.215768 -0.215231 -0.214693 -0.214463 -0.214239 -0.213708 -0.213176 -0.212944 -0.212718 -0.212193 -0.211668 -0.211434 -0.211205 -0.210686 -0.210167 -0.209931 -0.2097 -0.209187 -0.208673 -0.208435 -0.208202 -0.207694 -0.207186 -0.206946 -0.206711 -0.206208 -0.205705 -0.205462
-0.215966 -0.21574 -0.21552 -0.214984 -0.214448 -0.21422 -0.213998 -0.213468 -0.212938 -0.212708 -0.212484 -0.21196 -0.211436 -0.211204 -0.210977 -0.210459 -0.209941 -0.209707 -0.209478 -0.208966 -0.208453 -0.208217 -0.207986 -0.207479 -0.206972 -0.206733 -0.2065 -0.205998 -0.205497 -0.205256
-0.215704 -0.215478 -0.215259 -0.214723 -0.214187 -0.213959 -0.213738 -0.213208 -0.212678 -0.212448 -0.212225 -0.211701 -0.211177 -0.210945 -0.210719 -0.210201 -0.209683 -0.209449 -0.209221 -0.208709 -0.208196 -0.207961 -0.20773 -0.207223 -0.206716 -0.206478 -0.206246 -0.205744 -0.205242 -0.205002
-0.215442 -0.215217 -0.214998 -0.214462 -0.213926 -0.213699 -0.213478 -0.212948 -0.212418 -0.212189 -0.211966 -0.211442 -0.210918 -0.210687 -0.210461 -0.209943 -0.209425 -0.209192 -0.208964 -0.208452 -0.20794 -0.207704 -0.207475 -0.206968 -0.20646 -0.206223 -0.205991 -0.205489 -0.204988 -0.204748
-0.215175 -0.214952 -0.214736 -0.214201 -0.213667 -0.213442 -0.213223 -0.212695 -0.212166 -0.211939 -0.211718 -0.211196 -0.210673 -0.210444 -0.210221 -0.209704 -0.209188 -0.208956 -0.208731 -0.20822 -0.207708 -0.207475 -0.207247 -0.206742 -0.206236 -0.206 -0.20577 -0.20527 -0.204769 -0.204532
-0.214901 -0.214681 -0.214467 -0.213934 -0.213401 -0.213179 -0.212962 -0.212436 -0.211909 -0.211684 -0.211465 -0.210944 -0.210423 -0.210196 -0.209975 -0.209459 -0.208944 -0.208715 -0.208491 -0.207982 -0.207472 -0.207241 -0.207015 -0.20651 -0.206006 -0.205773 -0.205544 -0.205045 -0.204546 -0.20431
-0.214633 -0.214413 -0.2142 -0.213667 -0.213134 -0.212912 -0.212696 -0.21217 -0.211643 -0.211419 -0.2112 -0.210679 -0.210158 -0.209932 -0.209711 -0.209196 -0.208681 -0.208452 -0.208229 -0.207719 -0.20721 -0.206979 -0.206754 -0.206249 -0.205745 -0.205512 -0.205285 -0.204785 -0.204286 -0.204051
-0.214364 -0.214145 -0.213933 -0.2134 -0.212867 -0.212646 -0.21243 -0.211904 -0.211377 -0.211153 -0.210935 -0.210414 -0.209894 -0.209668 -0.209448 -0.208932 -0.208417 -0.208189 -0.207967 -0.207457 -0.206947 -0.206717 -0.206493 -0.205988 -0.205484 -0.205252 -0.205025 -0.204526 -0.204027 -0.203792
-0.214077 -0.213861 -0.213651 -0.21312 -0.212589 -0.21237 -0.212157 -0.211632 -0.211107 -0.210885 -0.21067 -0.210151 -0.209631 -0.209408 -0.20919 -0.208676 -0.208162 -0.207937 -0.207716 -0.207208 -0.2067 -0.206472 -0.20625 -0.205747 -0.205244 -0.205014 -0.204789 -0.204291 -0.203793 -0.203561
-0.213784 -0.21357 -0.213363 -0.212833 -0.212304 -0.212088 -0.211877 -0.211354 -0.210831 -0.210612 -0.210398 -0.209881 -0.209363 -0.209142 -0.208926 -0.208414 -0.207902 -0.207679 -0.207461 -0.206954 -0.206447 -0.206222 -0.206001 -0.2055 -0.204998 -0.204771 -0.204548 -0.204051 -0.203555 -0.203325
-0.213509 -0.213296 -0.213089 -0.21256 -0.212031 -0.211815 -0.211605 -0.211082 -0.210559 -0.210341 -0.210128 -0.20961 -0.209093 -0.208872 -0.208657 -0.208145 -0.207633 -0.20741 -0.207193 -0.206686 -0.206179 -0.205955 -0.205735 -0.205233 -0.204732 -0.204505 -0.204283 -0.203787 -0.20329 -0.203061
-0.213235 -0.213022 -0.212816 -0.212287 -0.211758 -0.211543 -0.211334 -0.21081 -0.210287 -0.210069 -0.209858 -0.20934 -0.208822 -0.208602 -0.208388 -0.207876 -0.207364 -0.207142 -0.206925 -0.206419 -0.205912 -0.205688 -0.205469 -0.204967 -0.204466 -0.20424 -0.204018 -0.203522 -0.203026 -0.202797
-0.212928 -0.212719 -0.212515 -0.211988 -0.211461 -0.211248 -0.211042 -0.21052 -0.209999 -0.209784 -0.209575 -0.209059 -0.208543 -0.208325 -0.208114 -0.207603 -0.207093 -0.206873 -0.206659 -0.206154 -0.205649 -0.205427 -0.20521 -0.20471 -0.20421 -0.203987 -0.203768 -0.203273 -0.202778 -0.202552
-0.212616 -0.21241 -0.212209 -0.211683 -0.211158 -0.210949 -0.210745 -0.210225 -0.209705 -0.209493 -0.209286 -0.208772 -0.208258 -0.208043 -0.207833 -0.207325 -0.206816 -0.206599 -0.206387 -0.205884 -0.20538 -0.205161 -0.204947 -0.204448 -0.20395 -0.203728 -0.203512 -0.203019 -0.202525 -0.202302
-0.212336 -0.21213 -0.21193 -0.211404 -0.210879 -0.21067 -0.210467 -0.209947 -0.209428 -0.209216 -0.20901 -0.208496 -0.207982 -0.207768 -0.207559 -0.20705 -0.206542 -0.206325 -0.206114 -0.205611 -0.205107 -0.204889 -0.204675 -0.204177 -0.203679 -0.203458 -0.203242 -0.202749 -0.202256 -0.202033
-0.212055 -0.21185 -0.211651 -0.211125 -0.2106 -0.210392 -0.210189 -0.20967 -0.20915 -0.208939 -0.208734 -0.20822 -0.207706 -0.207492 -0.207285 -0.206776 -0.206267 -0.206051 -0.205841 -0.205338 -0.204834 -0.204616 -0.204404 -0.203906 -0.203407 -0.203187 -0.202973 -0.202479 -0.201986 -0.201764
-0.211731 -0.211529 -0.211332 -0.210809 -0.210286 -0.21008 -0.209881 -0.209363 -0.208845 -0.208637 -0.208434 -0.207922 -0.20741 -0.207199 -0.206994 -0.206487 -0.20598 -0.205767 -0.205559 -0.205057 -0.204556 -0.204341 -0.20413 -0.203634 -0.203137 -0.20292 -0.202708 -0.202216 -0.201724 -0.201505
-0.211401 -0.211202 -0.211008 -0.210487 -0.209966 -0.209763 -0.209566 -0.20905 -0.208535 -0.208329 -0.208129 -0.207619 -0.207108 -0.206901 -0.206698 -0.206193 -0.205688 -0.205477 -0.205272 -0.204772 -0.204272 -0.204059 -0.203852 -0.203357 -0.202862 -0.202647 -0.202438 -0.201948 -0.201458 -0.201241
