#-------------------------------------------------------------------------------
# RA		 DEC	
 109.3810700	   37.7503800
#-------------------------------------------------------------------------------
# alpha_1,true	 alpha_2,true
   0.1764055	   -0.0923668
   0.1765930	   -0.0930517
   0.1767800	   -0.0937358
   0.1769671	   -0.0944194
   0.1771543	   -0.0951024
   0.1773405	   -0.0957846
   0.1775272	   -0.0964662
   0.1777133	   -0.0971466
   0.1778992	   -0.0978262
   0.1780850	   -0.0985056
   0.1782704	   -0.0991843
   0.1784555	   -0.0998618
   0.1786402	   -0.1005388
   0.1788250	   -0.1012152
   0.1790095	   -0.1018908
   0.1791935	   -0.1025654
   0.1793779	   -0.1032402
   0.1795618	   -0.1039134
   0.1797452	   -0.1045864
   0.1799285	   -0.1052586
   0.1801116	   -0.1059299
   0.1802946	   -0.1066011
   0.1804776	   -0.1072707
   0.1806601	   -0.1079403
   0.1808426	   -0.1086091
   0.1810249	   -0.1092770
   0.1812069	   -0.1099446
   0.1813886	   -0.1106116
   0.1815699	   -0.1112778
   0.1817514	   -0.1119431
   0.1819327	   -0.1126076
   0.1821137	   -0.1132717
   0.1822946	   -0.1139352
   0.1824751	   -0.1145981
   0.1826555	   -0.1152607
   0.1828358	   -0.1159224
   0.1830160	   -0.1165832
   0.1831960	   -0.1172433
   0.1833757	   -0.1179035
   0.1835550	   -0.1185622
   0.1837342	   -0.1192206
   0.1839135	   -0.1198787
   0.1840928	   -0.1205362
   0.1842717	   -0.1211929
   0.1844502	   -0.1218488
   0.1846290	   -0.1225041
   0.1848073	   -0.1231590
   0.1849852	   -0.1238132
   0.1851639	   -0.1244671
   0.1853417	   -0.1251204
   0.1855192	   -0.1257729
   0.1856968	   -0.1264246
   0.1858744	   -0.1270759
   0.1860518	   -0.1277270
   0.1862288	   -0.1283770
   0.1864060	   -0.1290268
   0.1865831	   -0.1296760
   0.1867598	   -0.1303244
   0.1869364	   -0.1309725
   0.1871133	   -0.1316205
   0.1872898	   -0.1322677
   0.1874660	   -0.1329142
   0.1876419	   -0.1335601
   0.1878177	   -0.1342054
   0.1879937	   -0.1348503
   0.1881693	   -0.1354948
   0.1883453	   -0.1361385
   0.1885210	   -0.1367817
   0.1886964	   -0.1374246
   0.1888717	   -0.1380670
   0.1770479	   -0.0928641
   0.1772359	   -0.0935490
   0.1774235	   -0.0942329
   0.1776109	   -0.0949164
   0.1777980	   -0.0955992
   0.1779850	   -0.0962813
   0.1781721	   -0.0969627
   0.1783583	   -0.0976432
   0.1785446	   -0.0983224
   0.1787308	   -0.0990014
   0.1789168	   -0.0996800
   0.1791024	   -0.1003575
   0.1792877	   -0.1010346
   0.1794727	   -0.1017108
   0.1796573	   -0.1023861
   0.1798420	   -0.1030607
   0.1800268	   -0.1037352
   0.1802110	   -0.1044084
   0.1803948	   -0.1050810
   0.1805784	   -0.1057532
   0.1807623	   -0.1064245
   0.1809460	   -0.1070951
   0.1811292	   -0.1077652
   0.1813119	   -0.1084346
   0.1814948	   -0.1091034
   0.1816775	   -0.1097716
   0.1818600	   -0.1104388
   0.1820422	   -0.1111052
   0.1822240	   -0.1117714
   0.1824063	   -0.1124372
   0.1825877	   -0.1131018
   0.1827690	   -0.1137658
   0.1829504	   -0.1144291
   0.1831315	   -0.1150918
   0.1833126	   -0.1157544
   0.1834933	   -0.1164157
   0.1836740	   -0.1170763
   0.1838544	   -0.1177364
   0.1840342	   -0.1183965
   0.1842146	   -0.1190555
   0.1843942	   -0.1197139
   0.1845739	   -0.1203717
   0.1847535	   -0.1210289
   0.1849329	   -0.1216857
   0.1851121	   -0.1223422
   0.1852915	   -0.1229973
   0.1854702	   -0.1236522
   0.1856487	   -0.1243063
   0.1858274	   -0.1249595
   0.1860064	   -0.1256130
   0.1861844	   -0.1262660
   0.1863625	   -0.1269178
   0.1865405	   -0.1275690
   0.1867183	   -0.1282197
   0.1868964	   -0.1288701
   0.1870736	   -0.1295199
   0.1872512	   -0.1301695
   0.1874287	   -0.1308179
   0.1876059	   -0.1314658
   0.1877832	   -0.1321136
   0.1879602	   -0.1327608
   0.1881370	   -0.1334072
   0.1883138	   -0.1340534
   0.1884901	   -0.1346989
   0.1886665	   -0.1353440
   0.1888428	   -0.1359885
   0.1890194	   -0.1366323
   0.1891957	   -0.1372758
   0.1893717	   -0.1379187
   0.1895476	   -0.1385611
   0.1776906	   -0.0933620
   0.1778791	   -0.0940467
   0.1780673	   -0.0947308
   0.1782550	   -0.0954138
   0.1784425	   -0.0960964
   0.1786299	   -0.0967784
   0.1788173	   -0.0974596
   0.1790039	   -0.0981401
   0.1791903	   -0.0988190
   0.1793770	   -0.0994979
   0.1795635	   -0.1001763
   0.1797497	   -0.1008541
   0.1799355	   -0.1015311
   0.1801209	   -0.1022066
   0.1803061	   -0.1028820
   0.1804911	   -0.1035567
   0.1806761	   -0.1042309
   0.1808605	   -0.1049043
   0.1810450	   -0.1055763
   0.1812293	   -0.1062484
   0.1814135	   -0.1069198
   0.1815975	   -0.1075903
   0.1817810	   -0.1082603
   0.1819642	   -0.1089297
   0.1821478	   -0.1095982
   0.1823310	   -0.1102663
   0.1825139	   -0.1109335
   0.1826965	   -0.1115998
   0.1828788	   -0.1122657
   0.1830615	   -0.1129317
   0.1832433	   -0.1135962
   0.1834251	   -0.1142600
   0.1836070	   -0.1149235
   0.1837885	   -0.1155863
   0.1839703	   -0.1162487
   0.1841513	   -0.1169098
   0.1843324	   -0.1175707
   0.1845134	   -0.1182310
   0.1846940	   -0.1188907
   0.1848747	   -0.1195498
   0.1850548	   -0.1202080
   0.1852351	   -0.1208656
   0.1854153	   -0.1215230
   0.1855951	   -0.1221798
   0.1857747	   -0.1228358
   0.1859544	   -0.1234911
   0.1861335	   -0.1241459
   0.1863126	   -0.1248001
   0.1864920	   -0.1254537
   0.1866714	   -0.1261069
   0.1868499	   -0.1267600
   0.1870288	   -0.1274117
   0.1872073	   -0.1280630
   0.1873856	   -0.1287138
   0.1875638	   -0.1293643
   0.1877421	   -0.1300144
   0.1879201	   -0.1306636
   0.1880982	   -0.1313120
   0.1882759	   -0.1319599
   0.1884534	   -0.1326078
   0.1886310	   -0.1332552
   0.1888083	   -0.1339014
   0.1889860	   -0.1345476
   0.1891630	   -0.1351932
   0.1893400	   -0.1358380
   0.1895171	   -0.1364825
   0.1896938	   -0.1371267
   0.1898706	   -0.1377704
   0.1900472	   -0.1384135
   0.1902239	   -0.1390562
   0.1783336	   -0.0938605
   0.1785227	   -0.0945451
   0.1787114	   -0.0952291
   0.1788997	   -0.0959121
   0.1790875	   -0.0965942
   0.1792752	   -0.0972756
   0.1794627	   -0.0979566
   0.1796499	   -0.0986370
   0.1798367	   -0.0993163
   0.1800238	   -0.0999951
   0.1802106	   -0.1006732
